1  5.16  	4.97
6  5.13  	5.01
11  4.72  	5.09
16  4.89  	5.20
21  5.41  	5.15
26  5.28  	5.05
31  4.75  	5.00
36  5.07  	4.85
41  5.29  	5.00
46  5.27  	4.97
51  5.14  	4.76
56  5.25  	4.87
61  5.34  	4.96
66  5.09  	4.84
71  4.75  	5.01
76  5.17  	5.02
81  5.28  	5.09
86  5.18  	4.91
91  5.13  	4.91
96  5.27  	5.06
101  5.26  	5.09
106  5.21  	5.00
111  5.23  	4.98
116  5.33  	5.08
121  5.23  	5.05
126  4.96  	5.22
131  5.25  	5.00
136  5.15  	5.04
141  4.88  	5.08
146  5.07  	5.18
151  5.39  	5.18
156  5.07  	5.21
161  4.75  	5.09
166  5.15  	4.90
171  5.37  	5.01
176  5.20  	5.00
181  4.82  	5.10
186  5.15  	4.96
191  5.29  	5.08
196  5.18  	5.05
201  4.95  	5.13
206  5.21  	4.91
211  5.28  	4.95
216  5.21  	4.94
221  5.21  	5.06
226  5.11  	4.92
231  5.05  	4.84
236  5.18  	4.89
241  5.34  	5.13
246  4.96  	5.17
251  4.75  	5.17
256  5.24  	4.89
261  5.29  	4.90
266  4.73  	4.91
271  4.74  	5.03
276  5.38  	5.22
281  5.41  	5.29
286  4.83  	5.18
291  5.16  	4.84
296  5.39  	5.03
301  5.16  	4.93
306  4.62  	4.97
311  5.15  	4.75
316  5.59  	5.07
321  5.52  	5.08
326  5.26  	4.97
331  5.13  	4.94
336  5.15  	5.31
341  5.03  	5.30
346  5.15  	4.83
351  5.04  	4.82
356  4.92  	5.16
361  5.26  	4.90
366  5.25  	4.79
371  4.91  	5.21
376  5.38  	4.98
381  5.07  	5.47
386  5.29  	4.99
391  4.90  	4.95
396  5.00  	4.77
401  5.24  	4.89
406  5.01  	5.35
411  4.99  	5.30
416  5.25  	4.92
421  5.23  	4.88
426  4.91  	5.12
431  5.15  	4.99
436  5.22  	4.97
441  5.24  	4.96
446  5.05  	5.25
451  5.28  	5.01
456  5.27  	4.92
461  5.29  	4.89
466  5.36  	4.96
471  5.21  	4.79
476  4.73  	5.21
481  4.89  	5.21
486  5.34  	5.14
491  5.17  	4.97
496  5.15  	4.95
501  5.24  	5.07
506  5.40  	5.15
511  5.33  	5.01
516  5.30  	4.94
521  5.27  	4.91
526  5.17  	4.88
531  4.88  	5.16
536  5.15  	5.04
541  5.05  	5.14
546  4.88  	5.19
551  5.06  	5.28
556  5.44  	5.06
561  5.22  	5.00
566  4.72  	5.07
571  4.87  	5.19
576  5.39  	4.99
581  5.40  	5.00
586  5.24  	5.02
591  5.27  	5.05
596  5.21  	4.98
601  4.84  	5.17
606  4.95  	5.23
611  5.34  	4.98
616  5.29  	5.01
621  4.90  	5.20
626  5.04  	5.19
631  5.17  	4.93
636  5.33  	5.02
641  5.38  	5.04
646  5.40  	5.15
651  5.23  	5.03
656  5.20  	4.96
661  5.26  	4.84
666  5.28  	4.87
671  5.18  	4.86
676  5.24  	4.99
681  5.34  	5.10
686  5.10  	5.29
691  5.00  	5.17
696  5.23  	4.98
701  5.35  	4.97
706  5.28  	5.02
711  5.00  	5.30
716  5.35  	5.03
721  5.41  	4.97
726  5.27  	4.90
731  5.24  	4.95
736  5.25  	4.98
741  5.10  	5.33
746  5.09  	5.37
751  5.40  	5.06
756  5.37  	4.92
761  5.27  	4.88
766  4.91  	5.23
771  5.23  	4.95
776  5.27  	5.01
781  5.22  	4.99
786  5.30  	5.03
791  5.24  	4.97
796  4.93  	5.09
801  4.91  	5.09
806  5.27  	5.05
811  5.47  	5.13
816  5.37  	5.01
821  5.26  	4.89
826  5.11  	4.84
831  5.22  	5.04
836  5.40  	5.07
841  5.47  	5.06
846  5.30  	4.95
851  5.23  	4.99
856  5.19  	4.94
861  5.24  	4.98
866  5.22  	4.93
871  5.33  	4.94
876  5.33  	4.90
881  5.24  	4.98
886  5.01  	5.13
891  5.31  	4.95
896  5.23  	4.85
901  5.15  	4.95
906  5.09  	5.28
911  5.39  	5.14
916  5.23  	5.00
921  4.89  	5.03
926  5.10  	4.88
931  5.21  	4.93
936  5.27  	4.93
941  5.01  	5.27
946  5.28  	4.98
951  5.10  	4.84
956  5.08  	4.85
961  5.27  	4.96
966  5.29  	5.04
971  5.00  	5.28
976  4.98  	5.28
981  5.30  	4.99
986  5.21  	4.82
991  5.11  	4.76
996  5.13  	4.75
1001  5.25  	4.94
1006  5.25  	4.90
1011  5.29  	4.97
1016  5.40  	4.93
1021  5.41  	5.03
1026  5.10  	4.93
