1  5.16  	4.95
6  5.29  	5.06
11  5.34  	5.22
16  5.31  	5.24
21  5.24  	5.16
26  5.26  	5.14
31  5.25  	5.15
36  5.40  	5.16
41  5.42  	5.14
46  5.36  	5.16
51  5.08  	5.22
56  5.18  	5.07
61  5.40  	5.09
66  5.48  	5.13
71  5.20  	5.16
76  5.12  	5.22
81  5.36  	5.29
86  5.49  	5.15
91  5.27  	5.03
96  5.14  	4.95
101  4.96  	5.13
106  5.20  	5.07
111  5.32  	5.14
116  5.26  	5.12
121  5.29  	5.16
126  5.38  	5.23
131  5.26  	5.23
136  5.02  	5.13
141  5.19  	5.02
146  5.40  	5.24
151  5.51  	5.36
156  5.24  	5.20
161  5.12  	4.99
166  5.23  	4.99
171  5.38  	5.13
176  5.27  	5.14
181  5.24  	5.10
186  5.32  	5.04
191  5.27  	5.06
196  5.11  	5.08
201  5.16  	5.27
206  5.43  	5.27
211  5.44  	5.15
216  4.89  	5.05
221  5.01  	5.19
226  5.43  	5.32
231  5.57  	5.31
236  5.17  	4.97
241  5.11  	4.92
246  5.25  	5.06
251  5.43  	5.30
256  5.34  	5.30
261  5.36  	5.21
266  5.15  	5.00
271  4.95  	5.12
276  5.04  	5.27
281  5.29  	5.31
286  5.38  	5.08
291  5.29  	4.98
296  5.20  	5.04
301  5.41  	5.25
306  5.44  	5.23
311  5.07  	5.14
316  4.99  	5.03
321  5.26  	5.16
326  5.37  	5.19
331  5.28  	5.17
336  5.05  	5.10
341  5.09  	5.03
346  5.33  	5.07
351  5.50  	5.20
356  5.39  	5.27
361  5.32  	5.27
366  5.32  	5.15
371  5.35  	5.12
376  5.20  	5.11
381  5.24  	5.19
386  5.42  	5.27
391  5.52  	5.28
396  5.11  	5.29
401  5.20  	5.16
406  5.30  	5.10
411  5.23  	5.03
416  5.12  	5.00
421  5.33  	5.19
426  5.54  	5.34
431  5.47  	5.27
436  5.25  	5.09
441  5.21  	5.07
446  5.33  	5.21
451  5.43  	5.30
456  5.35  	5.20
461  5.26  	4.95
466  5.24  	4.97
471  5.36  	5.19
476  5.37  	5.33
481  5.18  	5.26
486  5.32  	5.12
491  5.50  	5.14
496  5.44  	5.19
501  5.19  	5.17
506  5.24  	5.12
511  5.46  	5.15
516  5.55  	5.27
521  5.37  	5.29
526  5.29  	5.25
531  5.15  	5.08
536  5.26  	5.09
541  5.26  	5.15
546  5.34  	5.19
551  5.29  	5.13
556  5.32  	5.11
561  5.39  	5.14
566  5.51  	5.17
571  5.36  	5.14
576  5.26  	5.17
581  5.23  	5.19
586  5.36  	5.18
591  5.33  	5.07
596  5.12  	5.05
601  5.08  	5.17
606  5.39  	5.26
611  5.49  	5.20
616  5.40  	5.12
621  5.18  	5.01
626  5.14  	5.01
631  5.30  	5.15
636  5.44  	5.22
641  5.41  	5.18
646  5.28  	5.16
651  5.31  	5.23
656  5.47  	5.22
661  5.48  	5.15
666  5.13  	5.02
671  5.07  	4.95
676  5.43  	5.12
681  5.58  	5.23
686  5.46  	5.26
691  5.12  	5.29
696  5.40  	5.15
701  5.47  	5.16
706  5.32  	5.23
711  5.03  	5.20
716  5.17  	5.10
721  5.34  	5.13
726  5.35  	5.19
731  5.32  	5.17
736  5.30  	5.08
741  5.19  	5.05
746  5.17  	5.00
751  5.32  	5.09
756  5.50  	5.16
761  5.30  	5.11
766  4.93  	5.09
771  5.22  	5.11
776  5.58  	5.16
781  5.38  	5.04
786  4.93  	4.97
791  5.12  	5.00
796  5.46  	5.14
801  5.44  	5.05
806  5.10  	4.91
811  5.23  	5.01
816  5.41  	5.22
821  5.13  	5.33
826  5.09  	5.37
831  5.36  	5.17
836  5.30  	5.02
841  4.93  	5.00
