5.28	2.12	5.14	1.51
5.23	1.89	5.00	1.65
5.29	2.11	5.14	1.51
5.18	2.23	5.14	1.61
5.22	2.26	5.15	1.64
5.19	2.26	5.15	1.62
5.19	2.24	5.15	1.63
5.16	1.96	5.00	1.84
5.10	2.20	5.13	1.54
