1  5.20  	5.00
6  5.06  	4.96
11  4.90  	5.03
16  5.12  	5.03
21  5.19  	5.04
26  5.21  	5.06
31  5.28  	4.95
36  5.24  	4.77
41  5.10  	4.72
46  5.15  	4.84
51  5.28  	4.98
56  5.32  	5.02
61  4.95  	5.16
66  4.95  	5.09
71  5.06  	4.96
76  4.98  	5.06
81  4.99  	5.09
86  5.31  	5.01
91  5.28  	4.98
96  4.95  	5.17
101  4.95  	5.14
106  5.28  	5.01
111  5.25  	5.02
116  4.92  	5.13
121  5.17  	4.95
126  5.19  	5.06
131  5.06  	5.25
136  5.10  	5.04
141  5.19  	4.85
146  5.20  	4.90
151  5.02  	5.29
156  5.42  	5.11
161  5.30  	4.88
166  5.02  	4.75
171  5.13  	4.87
176  5.30  	4.99
181  5.19  	4.93
186  4.86  	5.19
191  5.35  	5.15
196  5.30  	5.08
201  4.90  	5.08
206  4.98  	5.09
211  5.39  	5.15
216  5.23  	5.08
221  4.71  	5.07
226  5.11  	4.81
231  5.42  	4.87
236  5.28  	4.88
241  4.66  	5.07
246  5.16  	4.84
251  5.21  	5.02
256  5.04  	5.17
261  5.13  	5.05
266  5.25  	5.06
271  5.15  	4.86
276  4.83  	5.19
281  5.35  	4.90
286  5.38  	4.99
291  4.81  	5.16
296  5.14  	4.84
301  5.28  	4.89
306  5.26  	5.06
311  4.92  	5.24
316  5.23  	4.96
321  5.20  	4.92
326  5.11  	5.00
331  5.08  	5.20
336  5.44  	5.04
341  5.34  	5.01
346  4.80  	5.16
351  5.14  	4.88
356  5.26  	4.83
361  5.15  	4.79
366  4.65  	5.11
371  5.24  	4.84
376  5.28  	4.94
381  5.24  	4.93
386  5.17  	4.88
391  5.16  	4.82
396  5.04  	4.84
401  5.09  	4.91
406  5.30  	4.95
411  5.39  	4.92
416  5.22  	4.81
421  5.11  	4.67
426  5.16  	4.80
431  5.18  	4.89
436  4.85  	5.09
441  5.14  	4.86
446  5.27  	5.02
451  5.19  	5.02
456  5.11  	4.89
461  5.24  	4.73
466  5.43  	4.86
471  5.26  	4.88
476  4.83  	5.06
481  5.00  	4.84
486  5.16  	4.94
491  5.25  	4.99
496  5.13  	4.83
501  5.07  	4.79
506  5.31  	4.98
511  5.56  	5.18
516  5.37  	4.91
521  5.05  	4.77
526  5.09  	4.89
531  5.27  	5.11
536  5.25  	5.10
541  4.90  	5.10
546  5.20  	4.82
551  5.22  	4.88
556  5.12  	4.93
561  5.14  	4.88
566  5.28  	4.93
571  5.30  	4.95
576  5.25  	4.92
581  5.21  	4.93
586  5.18  	5.05
591  5.21  	5.12
596  5.23  	5.01
601  5.14  	4.86
606  5.13  	4.91
611  5.24  	5.07
616  5.31  	5.06
621  5.11  	4.94
626  5.09  	4.97
631  5.26  	5.04
636  5.33  	5.04
641  5.25  	4.98
646  5.21  	4.95
651  5.22  	4.89
656  5.16  	4.81
661  5.17  	4.94
666  5.23  	4.99
671  5.21  	5.01
676  5.04  	4.89
681  5.10  	5.02
686  5.28  	5.06
691  5.31  	5.07
696  5.16  	4.81
701  5.20  	4.79
706  5.23  	4.84
711  5.13  	4.87
716  5.06  	4.91
721  5.19  	4.99
726  5.01  	5.20
731  4.93  	5.19
736  5.06  	5.12
741  5.19  	4.99
746  5.11  	4.85
751  4.68  	5.15
756  5.22  	4.77
761  5.26  	4.74
766  5.24  	4.82
771  5.26  	4.94
776  5.23  	4.93
781  5.17  	4.93
786  5.00  	5.18
791  5.14  	5.22
796  5.18  	4.99
801  4.72  	5.03
806  4.65  	5.12
811  5.32  	5.02
816  5.35  	4.93
821  5.12  	4.86
826  4.83  	5.16
831  5.27  	4.97
836  5.19  	4.88
841  5.10  	4.90
846  5.22  	5.02
851  5.33  	5.11
856  4.96  	5.16
861  4.99  	5.12
866  5.34  	5.14
871  5.17  	5.01
876  4.60  	4.84
881  4.85  	4.63
886  5.27  	4.90
891  5.30  	5.00
896  5.21  	4.92
901  5.22  	4.87
906  5.22  	4.93
911  4.79  	5.06
916  4.90  	5.01
921  5.23  	4.99
926  5.16  	5.03
931  4.80  	5.15
936  5.18  	4.86
941  5.28  	4.84
946  4.75  	5.16
951  4.74  	5.17
956  5.24  	4.90
961  5.18  	4.93
966  4.87  	5.08
971  5.12  	5.00
976  5.24  	4.88
981  5.11  	4.89
986  4.79  	5.19
991  5.41  	5.07
996  5.41  	4.95
1001  5.04  	4.80
1006  4.67  	4.93
1011  4.98  	5.05
1016  5.19  	5.06
1021  5.01  	5.20
1026  4.98  	5.29
1031  5.25  	4.94
1036  5.08  	4.82
1041  5.07  	4.80
1046  5.32  	4.86
1051  5.35  	4.87
1056  5.19  	4.80
1061  4.89  	5.16
1066  5.21  	5.07
1071  5.15  	5.06
1076  5.07  	4.91
1081  5.16  	4.84
1086  4.84  	5.23
1091  4.86  	5.25
1096  5.18  	4.91
1101  5.29  	4.79
1106  5.15  	4.74
1111  4.81  	5.11
1116  5.22  	5.01
1121  5.34  	5.13
1126  4.96  	5.20
1131  4.91  	5.12
1136  5.24  	4.94
1141  5.24  	4.89
1146  4.88  	5.13
1151  5.00  	5.24
1156  5.36  	5.00
1161  5.25  	4.90
1166  5.12  	4.94
1171  5.25  	5.01
1176  5.27  	4.99
1181  4.81  	5.21
1186  4.78  	5.22
1191  5.26  	5.01
1196  5.15  	4.93
1201  4.75  	4.99
1206  5.03  	4.89
1211  5.22  	4.96
1216  5.18  	4.84
1221  5.20  	4.80
1226  5.35  	4.90
1231  5.21  	4.82
1236  4.74  	4.98
1241  4.99  	5.04
1246  5.37  	5.14
1251  5.08  	5.34
1256  4.76  	5.16
1261  5.08  	4.86
1266  5.21  	4.97
1271  5.19  	4.93
1276  5.13  	4.83
1281  5.30  	4.95
1286  5.31  	4.92
1291  5.15  	4.81
1296  5.02  	4.79
1301  5.11  	4.97
1306  4.97  	5.19
1311  5.23  	5.01
1316  5.17  	5.02
1321  4.90  	5.11
1326  4.74  	5.11
1331  5.17  	4.82
1336  5.28  	4.84
1341  5.21  	4.88
1346  5.27  	4.91
1351  5.33  	5.00
1356  5.25  	4.94
1361  5.06  	4.79
1366  5.04  	4.76
1371  5.16  	4.92
1376  5.12  	5.00
1381  4.90  	5.15
1386  4.92  	5.25
1391  5.29  	5.06
1396  5.20  	4.98
1401  5.09  	4.86
1406  5.11  	4.94
1411  5.26  	5.06
1416  5.37  	4.97
1421  5.31  	4.87
1426  5.22  	4.94
1431  5.14  	5.04
1436  5.20  	5.05
1441  5.18  	5.06
1446  5.00  	5.23
1451  5.05  	5.23
1456  5.23  	4.96
1461  5.14  	4.87
1466  5.10  	4.79
1471  5.18  	4.88
1476  5.28  	4.88
1481  5.38  	4.98
1486  5.35  	5.03
1491  5.14  	4.99
1496  4.83  	5.02
1501  5.15  	4.97
1506  5.23  	5.05
1511  5.21  	5.02
1516  4.83  	5.14
1521  5.24  	4.94
1526  5.20  	4.90
1531  5.16  	4.82
1536  5.16  	4.80
1541  5.26  	4.86
1546  5.22  	4.84
1551  4.89  	5.16
1556  5.16  	5.01
1561  5.15  	4.93
1566  5.15  	4.90
1571  5.18  	4.86
1576  5.22  	4.91
1581  5.18  	4.98
1586  5.01  	5.25
1591  5.20  	5.06
1596  5.17  	4.97
1601  5.02  	4.87
1606  4.85  	5.09
1611  5.23  	5.01
1616  5.24  	4.93
1621  4.81  	5.15
1626  5.14  	4.86
1631  5.31  	4.99
1636  5.08  	5.00
1641  4.91  	5.16
1646  5.18  	4.96
1651  5.26  	5.08
