4.73	1.78	4.91	1.08
4.68	1.62	4.82	1.17
4.74	1.78	4.92	1.08
4.62	1.94	4.91	1.01
4.67	1.96	4.92	1.09
4.64	1.96	4.91	1.04
4.64	1.95	4.92	1.05
4.59	1.80	4.83	1.12
4.55	1.91	4.89	0.95
