0.00000 0.00000
2.65448 1.13927
5.30896 2.42337
7.96344 3.91563
10.61792 5.56758
13.27240 7.25420
15.92688 8.84487
18.58136 10.26427
21.23584 11.51521
23.89032 12.66512
26.54480 13.81435
29.19928 15.06079
31.85376 16.46685
34.50824 18.03527
37.16272 19.70686
39.81720 21.39089
42.47168 23.02037
45.12616 24.60091
47.78064 26.21676
50.43512 27.98027
53.08960 29.94871
55.74408 32.05846
58.39856 34.12072
61.05304 35.88792
63.70752 37.15772
66.36200 37.85747
69.01648 38.06179
71.67096 37.93336
74.32544 37.62203
76.97992 37.18233
79.63440 36.55824
82.28888 35.64176
84.94336 34.36692
87.59784 32.78254
90.25232 31.06724
92.90680 29.48903
95.56128 28.33865
98.21576 27.86342
100.87024 28.20924
103.52472 29.36986
106.17920 31.15525
108.83368 33.20941
111.48816 35.10180
114.14264 36.47719
116.79712 37.20159
119.45160 37.42671
122.10608 37.53097
124.76056 37.96109
127.41504 39.04998
130.06952 40.89344
132.72400 43.33106
135.37848 46.02488
138.03296 48.59139
140.68744 50.72982
143.34192 52.29958
145.99640 53.32338
148.65088 53.92281
151.30536 54.22187
153.95984 54.26801
156.61432 54.01019
159.26880 53.34181
161.92328 52.18171
164.57776 50.54698
167.23224 48.57979
169.88672 46.51718
172.54120 44.62304
175.19568 43.11817
177.85016 42.14091
180.50464 41.75043
183.15912 41.95939
185.81360 42.76754
188.46808 44.17206
191.12256 46.15168
193.77704 48.64174
196.43152 51.52145
199.08600 54.62037
201.74048 57.73524
204.39496 60.64752
207.04944 63.14488
209.70392 65.05689
212.35840 66.30195
215.01288 66.91799
217.66736 67.04364
220.32184 66.84572
222.97632 66.43438
225.63080 65.82755
228.28527 64.99517
230.93975 63.95336
233.59423 62.83836
236.24871 61.90410
238.90319 61.44063
241.55767 61.65831
244.21215 62.59112
246.86663 64.05170
249.52111 65.64913
252.17559 66.87306
254.83007 67.23877
257.48455 66.45937
260.13903 64.57569
262.79351 61.97065
265.44799 59.24455
268.10247 57.00614
270.75695 55.68066
273.41143 55.41476
276.06591 56.08883
278.72039 57.39048
281.37487 58.89956
284.02935 60.17100
286.68383 60.82911
289.33831 60.67486
291.99279 59.77287
294.64727 58.46819
297.30175 57.30501
299.95623 56.86441
302.61071 57.57382
305.26519 59.55132
307.91967 62.53856
310.57415 65.95457
313.22863 69.06635
315.88311 71.22191
318.53759 72.05134
321.19207 71.54720
323.84655 70.00012
326.50103 67.84955
329.15551 65.54835
331.80999 63.50225
334.46447 62.06682
337.11895 61.53887
339.77343 62.10800
342.42791 63.80066
345.08239 66.48093
347.73687 69.92871
350.39135 73.93824
353.04583 78.34757
355.70031 82.96444
358.35479 87.45421
361.00927 91.30930
363.66375 93.97289
366.31823 95.07181
368.97271 94.61703
371.62719 93.03173
374.28167 90.96882
376.93615 89.01111
379.59063 87.42196
382.24511 86.08579
384.89959 84.66895
387.55407 82.90720
390.20855 80.85703
392.86303 78.96831
395.51751 77.93282
398.17199 78.38290
400.82647 80.59538
403.48095 84.35577
406.13543 89.05693
408.78991 93.98681
411.44439 98.65976
414.09887 103.01838
416.75335 107.39516
419.40783 112.24679
422.06231 117.79745
424.71679 123.77923
427.37127 129.40720
430.02575 133.60190
432.68023 135.34945
435.33471 134.04057
437.98919 129.66961
440.64367 122.85597
443.29815 114.71047
445.95263 106.58620
448.60711 99.75582
451.26159 95.08214
453.91607 92.78902
456.57055 92.44401
459.22503 93.19244
461.87951 94.15786
464.53399 94.82876
467.18847 95.25623
469.84295 95.99282
472.49743 97.83360
475.15191 101.49676
477.80639 107.37243
480.46087 115.40672
483.11535 125.12267
485.76983 135.73796
488.42431 146.32213
491.07879 155.94109
493.73327 163.76241
496.38775 169.13186
499.04223 171.65235
501.69671 171.27858
504.35119 168.39611
507.00567 163.82394
509.66015 158.69942
512.31463 154.26057
514.96911 151.58688
517.62359 151.36433
520.27807 153.72206
522.93255 158.18466
525.58703 163.79310
528.24151 169.42105
530.89599 174.21492
533.55047 177.96202
536.20495 181.16053
538.85943 184.70248
541.51391 189.32585
544.16839 195.16412
546.82287 201.67048
549.47735 207.94271
552.13183 213.20846
554.78631 217.14934
557.44079 219.89139
560.09527 221.73542
562.74975 222.85582
565.40423 223.17131
568.05871 222.43971
570.71319 220.47751
573.36767 217.34360
576.02215 213.36811
578.67663 209.01132
581.33111 204.64790
583.98559 200.43151
586.64007 196.35854
589.29455 192.51782
591.94903 189.35861
594.60351 187.75255
597.25799 188.73654
599.91247 193.04379
602.56695 200.69550
605.22143 210.89897
607.87591 222.29131
610.53039 233.34504
613.18487 242.68717
615.83935 249.21677
618.49383 252.11078
621.14831 250.90598
623.80279 245.75418
626.45727 237.74056
629.11175 228.99719
631.76623 222.36750
634.42071 220.59749
637.07519 225.32841
639.72967 236.36328
642.38415 251.62766
645.03863 267.93150
647.69311 282.21743
650.34759 292.70393
653.00207 299.38373
655.65655 303.70076
658.31103 307.66851
660.96551 312.93554
663.61999 320.22674
666.27447 329.30374
668.92895 339.31557
671.58343 349.29726
674.23791 358.60417
676.89239 367.14265
679.54686 375.32371
682.20134 383.75188
684.85582 392.79125
687.51030 402.25611
690.16478 411.44096
692.81926 419.50385
695.47374 425.97577
698.12822 431.07978
700.78270 435.68458
703.43718 440.97074
706.09166 448.04536
708.74614 457.69609
711.40062 470.30872
714.05510 485.85543
716.70958 503.88450
719.36406 523.54785
722.01854 543.76351
724.67302 563.56164
727.32750 582.54983
729.98198 601.33730
732.63646 621.72768
735.29094 646.52179
737.94542 678.86182
740.59990 721.19754
743.25438 774.14192
745.90886 835.62542
748.56334 900.75572
751.21782 962.60183
753.87230 1013.81100
756.52678 1048.65401
759.18126 1064.88620
761.83574 1064.77477
764.49022 1054.82085
767.14470 1044.10505
769.79918 1041.71335
772.45366 1054.11999
775.10814 1083.44929
777.76262 1127.12819
780.41710 1178.80968
783.07158 1230.00551
785.72606 1271.86329
788.38054 1296.82664
791.03502 1300.13832
793.68950 1281.03593
796.34398 1243.20550
798.99846 1194.01832
801.65294 1142.52311
804.30742 1096.86077
806.96190 1062.16565
809.61638 1039.75692
812.27086 1027.68141
814.92534 1022.01137
817.57982 1018.17791
820.23430 1011.99107
822.88878 1000.41913
825.54326 982.27848
828.19774 958.72546
830.85222 933.18936
833.50670 910.46443
836.16118 895.08688
838.81566 889.56629
841.47014 893.20751
844.12462 902.05119
846.77910 910.01319
849.43358 910.83147
852.08806 900.10975
854.74254 876.68593
857.39702 842.79298
860.05150 802.96819
862.70598 762.21457
865.36046 724.25046
868.01494 690.60442
870.66942 660.85016
873.32390 633.69249
875.97838 608.23287
878.63286 584.74681
881.28734 564.64803
883.94182 549.77662
886.59630 541.48049
889.25078 540.00327
891.90526 544.44869
894.55974 553.22160
897.21422 564.58340
899.86870 576.97452
902.52318 589.02072
905.17766 599.43087
907.83214 607.06375
910.48662 611.23532
913.14110 612.05099
915.79558 610.45314
918.45006 607.86892
921.10454 605.64969
923.75902 604.63609
926.41350 605.05193
929.06798 606.67674
931.72246 609.11070
934.37694 612.00928
937.03142 615.28922
939.68590 619.31300
942.34038 624.94037
944.99486 633.27209
947.64934 645.05520
950.30382 660.00363
952.95830 676.46062
955.61278 691.69866
958.26726 702.78028
960.92174 707.56421
963.57622 705.37888
966.23070 697.11523
968.88518 684.81926
971.53966 671.06833
974.19414 658.41149
976.84862 649.01147
979.50310 644.47505
982.15758 645.79169
984.81206 653.33287
987.46654 666.94634
990.12102 686.21402
992.77550 710.85529
995.42998 741.07390
998.08446 777.52448
1000.73894 820.69882
1003.39342 869.92050
1006.04790 922.54256
1008.70238 974.00586
1011.35686 1018.98150
1014.01134 1053.13689
1016.66582 1074.63122
1019.32030 1084.59563
1021.97478 1086.46983
1024.62926 1084.68137
1027.28374 1083.36482
1029.93822 1085.60374
1032.59270 1093.32348
1035.24718 1107.72254
1037.90166 1130.00044
1040.55614 1161.99065
1043.21062 1206.16929
1045.86510 1264.64487
1048.51958 1337.32705
1051.17406 1420.27637
1053.82854 1505.60454
1056.48302 1583.70003
1059.13750 1647.14788
1061.79198 1694.37688
1064.44646 1730.80483
1067.10094 1766.40866
1069.75542 1810.59757
1072.40990 1866.84127
1075.06438 1929.76993
1077.71886 1986.29131
1080.37334 2020.32647
1083.02782 2019.04523
1085.68230 1977.79386
1088.33678 1901.54593
1090.99126 1802.37642
1093.64574 1694.38000
1096.30022 1588.66135
1098.95470 1490.83349
1101.60918 1401.91348
1104.26366 1321.47936
1106.91814 1250.69353
1109.57262 1193.12002
1112.22710 1152.94117
1114.88158 1132.05863
1117.53606 1128.34254
1120.19054 1136.44994
1122.84502 1150.78651
1125.49950 1168.63932
1128.15398 1191.32209
1130.80846 1222.45366
1133.46293 1264.35659
1136.11741 1314.79636
1138.77189 1366.12623
1141.42637 1407.51052
1144.08085 1429.16464
1146.73533 1426.49728
1149.38981 1402.19902
1152.04429 1365.46631
1154.69877 1328.92333
1157.35325 1304.65212
1160.00773 1300.75760
1162.66221 1319.33173
1165.31669 1356.04779
1167.97117 1401.26260
1170.62565 1442.39373
1173.28013 1467.19477
1175.93461 1467.20630
1178.58909 1440.29196
1181.24357 1391.18386
1183.89805 1329.61158
1186.55253 1266.66486
1189.20701 1210.92642
1191.86149 1166.02155
1194.51597 1130.45676
